event_timestamp,candle_score,zone_score,trend_score,base_score,advanced_score,final_score,potential_score_long,potential_score_short
196,0.5392423943495246,0.0,1.4949999999999999,0.6850227183048573,0.5,0.6295159028134001,4.142039089417598,0.6198248941609381
206,0.4616697588428505,0.0,1.4949999999999999,0.661750927652855,0.5,0.6132256493569985,4.379070828611649,4.217800944546999
210,1.0,0.0,1.4949999999999999,0.8232499999999998,0.5,0.7262749999999999,4.926116063841326,1.2633616372474976
212,0.332076182247954,0.0,1.4949999999999999,0.622872854674386,0.5,0.5860109982720701,2.4947877328765626,1.8854656773474978
213,0.5363423116775758,0.0,1.4949999999999999,0.6841526935032727,0.5,0.6289068854522908,1.1615053146381291,3.366962961751411
214,0.4191410090888442,0.0,1.4949999999999999,0.6489923027266531,0.5,0.6042946119086571,2.7789115263026467,4.8340090437682806
232,0.44581184801076656,0.0,1.1700000000000002,0.54324355440323,0.375,0.492770488082261,3.5792565773559684,4.29241577476467
235,0.539873043764854,0.0,1.4949999999999999,0.6852119131294561,0.5,0.6296483391906192,3.8441895597629374,0.5053564517688727
238,0.24364467038595572,0.0,1.4949999999999999,0.5963434011157867,0.5,0.5674403807810506,0.5834040428946758,0.7591402192789265
242,0.4420563429214473,0.0,1.4949999999999999,0.6558669028764341,0.5,0.6091068320135038,2.2805089938897543,4.164944888269897
243,0.516410388653033,0.0,1.4949999999999999,0.6781731165959097,0.5,0.6247211816171367,2.4311227169631016,2.5439363468212544
259,0.3741656251332798,0.0,0.81,0.3957496875399839,0.3,0.36702478127798877,4.138249467233384,1.1921207643521878
263,0.4663797939224341,0.0,1.4949999999999999,0.6631639381767301,0.45,0.599214756723711,4.529885954146533,3.1485926744373938
265,1.0,0.0,1.4949999999999999,0.8232499999999998,0.5,0.7262749999999999,3.107574576245834,0.5849117383981677
269,0.26397601778952096,0.0,1.4949999999999999,0.6024428053368561,0.45,0.5567099637357993,3.3537890788640716,3.151494020080786
276,0.84,0.0,1.4949999999999999,0.7752499999999999,0.5,0.6926749999999999,1.7555127734226303,2.8670150817892055
278,0.84,0.0,1.4949999999999999,0.7752499999999999,0.5,0.6926749999999999,3.7754272929019868,4.414146981413981
279,0.5419413479735362,0.0,1.1700000000000002,0.5720824043920609,0.375,0.5129576830744427,4.733047351124989,3.9013457509854543
281,0.18802923232433244,0.0,1.1700000000000002,0.4659087696972998,0.375,0.4386361387881098,3.798614200298026,1.987915078087244
